prompt,description,inputs,steps,expected_output,platform,domain,feature,aspect,scope
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]",Chức năng sắp xếp tăng dần và giảm dần nên hoạt động cho các cột được hỗ trợ bằng cách sắp xếp dữ liệu,Không có,"1) Nhấn sắp xếp tăng dần
2) sau đó giảm dần trên một cột
3) Đối chiếu với kỳ vọng",Kết quả hiển thị chính xác theo thứ tự tăng và giảm,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]",Lưới kết quả phải được hiển thị với khoảng cách cột và hàng thích hợp,Không có,"1) Quan sát hiển thị lưới kết quả
2) Quan sát kết quả hiển thị
3) Đối chiếu với kỳ vọng","Khoảng cách cột hàng rõ ràng, dễ đọc",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]",Sản phẩm nên hiển thị bất cứ khi nào kết quả cho số kết quả mặc định trên mỗi trang,Không có,"1) Mở trang tìm kiếm kết quả
2) quan sát số bản ghi trên mỗi trang
3) Đối chiếu với kỳ vọng",Số bản ghi mặc định trên mỗi trang hiển thị đúng cấu hình,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]","Kiểm tra chức năng phân trang tiếp theo, trước, trước đó và trang cuối cùng",Không có,"1) Chuyển trang bằng các nút phân trang
2) Quan sát kết quả hiển thị
3) Đối chiếu với kỳ vọng","Phân trang hoạt động chính xác, điều hướng đúng trang",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]",Không nên hiển thị các bản ghi trùng lặp trong lưới kết quả,Không có,"1) Thực hiện tìm kiếm
2) kiểm tra dữ liệu hiển thị
3) Đối chiếu với kỳ vọng",Không có bản ghi trùng lặp trong lưới kết quả,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]",Kiểm tra xem tất cả các cột có thể nhìn thấy không và một thanh cuộn ngang được bật nếu cần thiết,Không có,"1) Mở lưới kết quả với nhiều cột
2) quan sát hiển thị và thanh cuộn ngang
3) Đối chiếu với kỳ vọng","Người dùng có thể xem toàn bộ cột, thanh cuộn ngang xuất hiện khi cần",cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]",Kiểm tra dữ liệu cho các cột động (các cột có giá trị được tính toán động dựa trên các giá trị cột khác),Không có,"1) Quan sát dữ liệu các cột động trong lưới
2) Quan sát kết quả hiển thị
3) Đối chiếu với kỳ vọng",Giá trị các cột động hiển thị chính xác theo công thức,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]","Đối với các lưới kết quả hiển thị báo cáo, kiểm tra tổng số hàng và xác minh tổng số cho mỗi cột",Không có,"1) Chạy báo cáo
2) so sánh tổng số hàng và cột
3) Đối chiếu với kỳ vọng",Tổng số hiển thị trong báo cáo chính xác,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]","Đối với các lưới kết quả hiển thị báo cáo, kiểm tra tổng số dữ liệu hàng khi phân trang được bật và người dùng được điều hướng đến trang tiếp theo",Không có,"1) Bật phân trang trong báo cáo
2) di chuyển qua nhiều trang
3) Đối chiếu với kỳ vọng",Tổng số dữ liệu không thay đổi khi phân trang,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]","Kiểm tra xem các ký hiệu thích hợp được sử dụng để hiển thị các giá trị cột, ví dụ: Biểu tượng % nên được hiển thị để tính toán tỷ lệ phần trăm",Không có,"1) Mở báo cáo có giá trị phần trăm
2) quan sát hiển thị
3) Đối chiếu với kỳ vọng",Biểu tượng % hoặc đơn vị phù hợp hiển thị cùng giá trị,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
"Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge; hộp tìm kiếm có spinner tải, đếm kết quả, và áp dụng tham số truy vấn - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai]",Kiểm tra dữ liệu lưới kết quả để biết nếu phạm vi ngày được bật,Không có,"1) Lọc kết quả theo khoảng ngày
2) quan sát dữ liệu
3) Đối chiếu với kỳ vọng",Chỉ dữ liệu trong phạm vi ngày được chọn được hiển thị,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - trải nghiệm (tổng quát) [web],Kiểm tra xem kích thước cột mặc định có chính xác không,Không có,"1) Mở lưới
2) quan sát kích thước các cột
3) Đối chiếu với kỳ vọng",Kích thước cột mặc định hiển thị đúng thiết kế,web,tổng quát,phi chức năng,trải nghiệm,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - trải nghiệm (tổng quát) [web],Kiểm tra xem kích thước cửa sổ trẻ em có chính xác không,Không có,"1) Mở cửa sổ con
2) quan sát kích thước
3) Đối chiếu với kỳ vọng",Kích thước cửa sổ con đúng như thiết kế mong đợi,web,tổng quát,phi chức năng,trải nghiệm,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - trải nghiệm (tổng quát) [web],Kiểm tra xem có bất kỳ trường nào trên trang với tiêu điểm mặc định không,Không có,"1) Mở trang
2) quan sát tiêu điểm ban đầu
3) Đối chiếu với kỳ vọng",Tiêu điểm hiển thị ở trường đầu tiên hoặc trường được thiết kế,web,tổng quát,phi chức năng,trải nghiệm,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - trải nghiệm (tổng quát) [web],Kiểm tra xem cửa sổ con có bị đóng khi đóng cửa sổ cha mẹ/ người mở không,Không có,"1) Mở cửa sổ cha mẹ và con
2) đóng cha mẹ
3) Đối chiếu với kỳ vọng",Cửa sổ con cũng được đóng theo,web,tổng quát,phi chức năng,trải nghiệm,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - trải nghiệm (tổng quát) [web],"Nếu cửa sổ con được mở, người dùng không thể sử dụng hoặc cập nhật bất kỳ trường nào trong nền hoặc cửa sổ cha mẹ",Không có,"1) Mở cửa sổ con
2) thử thao tác trên cửa sổ cha mẹ
3) Đối chiếu với kỳ vọng",Không thể thao tác trên cửa sổ cha mẹ khi cửa sổ con đang mở,web,tổng quát,phi chức năng,trải nghiệm,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - trải nghiệm (tổng quát) [web],"Kiểm tra cửa sổ giảm thiểu, tối đa hóa và đóng chức năng",Không có,"1) Thực hiện thu nhỏ
2) phóng to
3) đóng cửa sổ",Cửa sổ phản ứng đúng với từng nút chức năng,web,tổng quát,phi chức năng,trải nghiệm,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - trải nghiệm (tổng quát) [web],Kiểm tra xem cửa sổ có thể tái định cư không,Không có,"1) Kéo
2) di chuyển cửa sổ
3) Đối chiếu với kỳ vọng",Cửa sổ có thể được di chuyển đúng,web,tổng quát,phi chức năng,trải nghiệm,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - trải nghiệm (tổng quát) [web],Kiểm tra chức năng thanh cuộn cho cửa sổ cha và con,Không có,"1) Mở cửa sổ cha và con
2) quan sát thanh cuộn
3) Đối chiếu với kỳ vọng",Thanh cuộn hiển thị chính xác khi nội dung vượt quá kích thước,web,tổng quát,phi chức năng,trải nghiệm,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - trải nghiệm (tổng quát) [web],Kiểm tra chức năng nút Hủy cho cửa sổ trẻ em,Không có,"1) Mở cửa sổ con
2) nhấn nút Hủy
3) Đối chiếu với kỳ vọng",Cửa sổ con đóng khi nhấn nút Hủy,web,tổng quát,phi chức năng,trải nghiệm,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - dữ liệu (tổng quát) [cả hai],Kiểm tra xem dữ liệu chính xác có được lưu trong cơ sở dữ liệu khi gửi trang thành công không,Không có,"1) Nhập dữ liệu hợp lệ
2) gửi form
3) Đối chiếu với kỳ vọng",Dữ liệu được lưu đúng trong cơ sở dữ liệu,cả hai,tổng quát,phi chức năng,dữ liệu,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - dữ liệu (tổng quát) [cả hai],Kiểm tra các giá trị cho các cột không chấp nhận giá trị null,Không có,"1) Cố gắng lưu giá trị null vào cột không cho phép
2) Quan sát kết quả hiển thị
3) Đối chiếu với kỳ vọng","Hệ thống hiển thị lỗi, không cho phép lưu",cả hai,tổng quát,phi chức năng,dữ liệu,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - dữ liệu (tổng quát) [cả hai],Kiểm tra tính toàn vẹn của dữ liệu,Không có,"1) Lưu dữ liệu trong nhiều bảng
2) quan sát
3) Đối chiếu với kỳ vọng",Dữ liệu đồng bộ toàn vẹn trên các bảng,cả hai,tổng quát,phi chức năng,dữ liệu,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - dữ liệu (tổng quát) [cả hai],Tên chỉ mục phải được đưa ra theo các tiêu chuẩn,Không có,"1) Quan sát tên index trong database
2) Quan sát kết quả hiển thị
3) Đối chiếu với kỳ vọng",Tên index theo đúng format quy định,cả hai,tổng quát,phi chức năng,dữ liệu,dùng chung
Ứng dụng Web/App; vai trò Người dùng; môi trường Chrome/Edge - Tạo test case cho phi chức năng - dữ liệu (tổng quát) [cả hai],Các bảng nên có một cột khóa chính,Không có,"1) Kiểm tra cấu trúc bảng
2) Quan sát kết quả hiển thị
3) Đối chiếu với kỳ vọng",Mỗi bảng đều có một cột khóa chính,cả hai,tổng quát,phi chức năng,dữ liệu,dùng chung
